Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Airbag (product.metafields.custom.airbag),Automatic Extendable Footrest (product.metafields.custom.automatic_extendable_footrest),Auto Program (product.metafields.custom.auto_program),Bluetooth Speaker (product.metafields.custom.bluetooth_speaker),Calf Roller (product.metafields.custom.calf_roller),Foot Roller (product.metafields.custom.foot_roller),Heating (product.metafields.custom.heating),id (product.metafields.custom.id),Massage Mechanism (product.metafields.custom.massage_mechanism),Number of Massage Styles (product.metafields.custom.number_of_massage_styles),Side Controller (product.metafields.custom.side_controller),Space Saving Technology (product.metafields.custom.space_saving_technology),Track Type (product.metafields.custom.track_type),Zero Gravity (product.metafields.custom.zero_gravity),LDT: Compare Attribute Set Code (product.metafields.ldt.compare_attribute_set),LDT: Compare Products (product.metafields.ldt.compare_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Massage technique (product.metafields.shopify.massage-technique),Power source (product.metafields.shopify.power-source),Reclining function (product.metafields.shopify.reclining-function),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
osaki-platinum-sapphire-4d,Osaki Platinum - Sapphire 4D+,"<div style=""text-align: left;""><img src=""https://cdn.shopify.com/s/files/1/0086/1297/0558/files/Event_exclusive_red_240x240.png?v=1741393455"" alt="""" style=""float: none;""></div>
<ul class=""feature-section"">
<li style=""font-weight: bold;""><strong>4D+ Sonic Wave Tech</strong></li>
<li style=""font-weight: bold;""><strong>Ultra Mechanism (12 intensity levels)</strong></li>
<li style=""font-weight: bold;""><strong>Sonic Wave Foot Reflexology</strong></li>
<li style=""font-weight: bold;""><strong>Palm Rolling &amp; Arm Shiatsu</strong></li>
<li>23 Total Massage Programs</li>
<li>13 Sonic Wave Programs</li>
<li style=""font-weight: bold;""><strong>4D Heated Back Rollers</strong></li>
<li style=""font-weight: bold;""><strong>Arms &amp; Calves Heating</strong></li>
<li>Calf &amp; Foot Rollers</li>
<li>Adjustable Shoulder Airbags</li>
<li>Extended SL-Track</li>
<li>46-Cell Full Body Air Massage</li>
<li>Advanced Body Scan</li>
<li>Adjustable LED Lighting</li>
<li>3 Stage Zero Gravity</li>
<li>7"" Touchscreen Display</li>
<li>Automatic Foot Extension</li>
</ul>
<!-- more -->
<p><script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Osaki/Sapphire.html"";
</script> <link href=""https://ota-shawn.github.io/productGlobalCss/style.css"" rel=""stylesheet""></p>
<div id=""externalURL""></div>
<p><script crossorigin=""anonymous"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" src=""https://code.jquery.com/jquery-3.7.0.min.js""></script> <script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script></p>",Osaki Platinum,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"4D, Massage Chair, Osaki Platinum, SL-Track",true,Color,Beige,,Delivery,Curbside - Free,,Warranty,5 Year(3 Years Full Service & Additional 2 Years Parts),,4d-sapphire-0,,,,,13999.00,15999.00,true,true,,,,,00850074101802,,,,false,,,,,,,,,,,,,,46,Auto,10,YES,-,1 paddles/rollers,"calf, arms",sapphire,4D,10,YES,-,SL,3 Stages of Zero Gravity,,,,6,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,active
osaki-platinum-sapphire-4d,,,,,,,,Color,Beige,,Delivery,White Glove - $275,,Warranty,5 Year(3 Years Full Service & Additional 2 Years Parts),,4d-sapphire-1,,,,,14274.00,16274.00,true,true,,,,,00850074101802,,,,,,,,,,,,,,,,,,46,Auto,10,YES,-,1 paddles/rollers,"calf, arms",sapphire,4D,10,YES,-,SL,3 Stages of Zero Gravity,,,,6,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
osaki-platinum-sapphire-4d,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,5 Year(3 Years Full Service & Additional 2 Years Parts),,4d-sapphire-2,,,,,13999.00,15999.00,true,true,,,,,00850074101796,,,,,,,,,,,,,,,,,,46,Auto,10,YES,-,1 paddles/rollers,"calf, arms",sapphire,4D,10,YES,-,SL,3 Stages of Zero Gravity,,,,6,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
osaki-platinum-sapphire-4d,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,5 Year(3 Years Full Service & Additional 2 Years Parts),,4d-sapphire-3,,,,,14274.00,16274.00,true,true,,,,,00850074101796,,,,,,,,,,,,,,,,,,46,Auto,10,YES,-,1 paddles/rollers,"calf, arms",sapphire,4D,10,YES,-,SL,3 Stages of Zero Gravity,,,,6,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
therabed-v2,Therabed V2,"<ul class=""feature-section"">
  <li>3D Massage Mechanism</li>
  <li>Intelligent Voice Control</li>
  <li>Height Adjustments</li>
  <li>Calf &amp; Feet Air Compression</li>
  <li>Heating Therapy</li>
  <li>16 Auto Massage Modes</li>
  <li>6 Manual Massage Modes</li>
  <li>6 Manual Programs</li>
</ul>
<!-- more -->
<div id=""externalURL""></div>
<p><script crossorigin=""anonymous"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" src=""https://code.jquery.com/jquery-3.7.0.min.js""></script> <script>
  const externalURL = ""https://ota-shawn.github.io/Products/Others/Therabed%20V2.html""
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap()
  })
</script></p>",Osaki,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Bed,3D,true,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,therabed-v2-0,,,,,3999.00,3999.00,true,true,,,,,00850074101864,,,,false,,,,,,,,,,,,,,6,-,16,YES,-,-,"lumbar, calf, feet, heating pad",therabed-v2,3D,6,-,-,-,-,,,,,,,,,,,lb,,,active
therabed-v2,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,therabed-v2-1,,,,,4248.95,4248.95,true,true,,,,,00850074101864,,,,,,,,,,,,,,,,,,6,-,16,YES,-,-,"lumbar, calf, feet, heating pad",therabed-v2,3D,6,-,-,-,-,,,,,,,,,,,lb,,,
therabed-v2,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,therabed-v2-2,,,,,4348.95,4348.95,true,true,,,,,00850074101864,,,,,,,,,,,,,,,,,,6,-,16,YES,-,-,"lumbar, calf, feet, heating pad",therabed-v2,3D,6,-,-,-,-,,,,,,,,,,,lb,,,
therabed-v2,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,therabed-v2-3,,,,,4274.00,4274.00,true,true,,,,,00850074101864,,,,,,,,,,,,,,,,,,6,-,16,YES,-,-,"lumbar, calf, feet, heating pad",therabed-v2,3D,6,-,-,-,-,,,,,,,,,,,lb,,,
therabed-v2,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,therabed-v2-4,,,,,4523.95,4523.95,true,true,,,,,00850074101864,,,,,,,,,,,,,,,,,,6,-,16,YES,-,-,"lumbar, calf, feet, heating pad",therabed-v2,3D,6,-,-,-,-,,,,,,,,,,,lb,,,
therabed-v2,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,therabed-v2-5,,,,,4623.95,4623.95,true,true,,,,,00850074101864,,,,,,,,,,,,,,,,,,6,-,16,YES,-,-,"lumbar, calf, feet, heating pad",therabed-v2,3D,6,-,-,-,-,,,,,,,,,,,lb,,,
4d-panorama,4D Panorama,"<div style=""text-align: left;""><img src=""https://cdn.shopify.com/s/files/1/0086/1297/0558/files/Event_exclusive_red_240x240.png?v=1741393455"" alt="""" style=""float: none;""></div>
<ul class=""feature-section"">
<li>4D Massage Mechanism<br><span></span>
</li>
<li>53” SL Track<br><span></span>
</li>
<li>Dual Guide Rail<br><span></span>
</li>
<li>
<b>Signature - Deep Calf Kneading<span></span></b><br><span></span>
</li>
<li>
<b>Triple Foot Reflexology<span></span></b><br><span></span>
</li>
<li>Automatic Body Scan<br><span></span>
</li>
<li>Space Saving Technology<br><span></span>
</li>
<li>Lumbar &amp; Feet Heat Therapy<br><span></span>
</li>
<li>24 Auto Massage Programs<br><span></span>
</li>
<li>24-Cell Full Body Air Massage<br><span></span>
</li>
<li>Automatic Extendable Footrest<br><span></span>
</li>
<li>3 Stage Zero Gravity<br><span></span>
</li>
<li>Wireless Charging<br><span></span>
</li>
<li>HD Bluetooth Speakers<br><span></span>
</li>
<li>Shortcut Panels</li>
</ul>
<!-- more -->
<p><script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Osaki/Panorama.html"";
</script> <link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css""></p>
<div id=""externalURL""></div>
<p><script src=""https://code.jquery.com/jquery-3.7.0.min.js"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" crossorigin=""anonymous""></script> <script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script></p>",Osaki,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"4D, Massage Chair, Osaki Platinum, SL-Track",true,Color,Brown,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,4d-panorama-0,,,,,8999.00,,true,true,,,,,00850078813091,,,,false,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,active
4d-panorama,,,,,,,,Color,Brown,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,4d-panorama-1,,,,,9248.95,,true,true,,,,,00850078813091,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Brown,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,4d-panorama-2,,,,,9348.95,,true,true,,,,,00850078813091,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,4d-panorama-3,,,,,9274.00,,true,true,,,,,00850078813091,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,4d-panorama-4,,,,,9523.95,,true,true,,,,,00850078813091,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,4d-panorama-5,,,,,9623.95,,true,true,,,,,00850078813091,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,4d-panorama-6,,,,,8999.00,,true,true,,,,,00850078813084,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,4d-panorama-7,,,,,9248.95,,true,true,,,,,00850078813084,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,4d-panorama-8,,,,,9348.95,,true,true,,,,,00850078813084,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,4d-panorama-9,,,,,9274.00,,true,true,,,,,00850078813084,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,4d-panorama-10,,,,,9523.95,,true,true,,,,,00850078813084,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
4d-panorama,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,4d-panorama-11,,,,,9623.95,,true,true,,,,,00850078813084,,,,,,,,,,,,,,,,,,24,Auto,24,YES,-,3 rollers,"lumbar, feet",panorama,4D,6,YES,YES,SL,3 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
titan-ti-reflex-3d,Titan TI Reflex 3D,"<ul class=""feature-section"">
<li>
<meta charset=""utf-8"">44-Cell Full Body Air Massage</li>
<li>SL Track<br><span></span>
</li>
<li>
<meta charset=""utf-8"">3D Massage Mechanism</li>
<li>
<meta charset=""utf-8"">1 Stage Zero Gravity</li>
<li>Automatic Body Scan<br><span></span>
</li>
<li>Space Saving Technology<br><span></span>
</li>
<li>
<meta charset=""utf-8"">Automatic Extendable Footrest</li>
<li>Lumbar &amp; Feet Heat Therapy<br><span></span>
</li>
<li>8 Auto Massage Programs<br><span></span>
</li>
<li>
<meta charset=""utf-8"">5 Manual Programs</li>
<li>Unique Toe &amp; Ankle Stretch<br><span></span>
</li>
<li>Calf Kneading &amp; Foot Rollers</li>
<li>Wireless Charging<br><span></span>
</li>
<li>Shortcut Panels</li>
<li>Removable Headrest</li>
</ul>
<!-- more -->
<p><script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Titan/Reflex.html"";
</script> <link href=""https://ota-shawn.github.io/productGlobalCss/style.css"" rel=""stylesheet""></p>
<div id=""externalURL""></div>
<p><script crossorigin=""anonymous"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" src=""https://code.jquery.com/jquery-3.7.0.min.js""></script> <script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap();
  });
</script></p>",Titan,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"Massage Chair, SL-Track",true,Color,Brown,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,ti-reflex-0,,,,,1999.00,5999.00,true,true,,,,,00810081889629,,,,false,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,active
titan-ti-reflex-3d,,,,,,,,Color,Brown,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,ti-reflex-1,,,,,2248.95,6248.95,true,true,,,,,00810081889629,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Brown,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,ti-reflex-2,,,,,2348.95,6348.95,true,true,,,,,00810081889629,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,ti-reflex-3,,,,,2274.00,6348.95,true,true,,,,,00810081889629,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,ti-reflex-4,,,,,2523.95,6523.95,true,true,,,,,00810081889629,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,ti-reflex-5,,,,,2623.95,6623.95,true,true,,,,,00810081889629,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,ti-reflex-6,,,,,1999.00,5999.00,true,true,,,,,00810081889612,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,ti-reflex-7,,,,,2248.95,6248.95,true,true,,,,,00810081889612,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,ti-reflex-8,,,,,2348.95,6348.95,true,true,,,,,00810081889612,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,ti-reflex-9,,,,,2274.00,6274.00,true,true,,,,,00810081889612,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,ti-reflex-10,,,,,2523.95,6523.95,true,true,,,,,00810081889612,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
