Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Airbag (product.metafields.custom.airbag),Automatic Extendable Footrest (product.metafields.custom.automatic_extendable_footrest),Auto Program (product.metafields.custom.auto_program),Bluetooth Speaker (product.metafields.custom.bluetooth_speaker),Calf Roller (product.metafields.custom.calf_roller),Foot Roller (product.metafields.custom.foot_roller),Heating (product.metafields.custom.heating),id (product.metafields.custom.id),Massage Mechanism (product.metafields.custom.massage_mechanism),Number of Massage Styles (product.metafields.custom.number_of_massage_styles),Side Controller (product.metafields.custom.side_controller),Space Saving Technology (product.metafields.custom.space_saving_technology),Track Type (product.metafields.custom.track_type),Zero Gravity (product.metafields.custom.zero_gravity),LDT: Compare Attribute Set Code (product.metafields.ldt.compare_attribute_set),LDT: Compare Products (product.metafields.ldt.compare_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Massage technique (product.metafields.shopify.massage-technique),Power source (product.metafields.shopify.power-source),Reclining function (product.metafields.shopify.reclining-function),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
titan-ti-reflex-3d,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,ti-reflex-11,,,,,2623.95,6623.95,true,true,,,,,00810081889612,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Taupe,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,ti-reflex-12,,,,,1999.00,5999.00,true,true,,,,,00810081889636,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Taupe,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,ti-reflex-13,,,,,2248.95,6248.95,true,true,,,,,00810081889636,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Taupe,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,ti-reflex-14,,,,,2348.95,6348.95,true,true,,,,,00810081889636,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,ti-reflex-15,,,,,2274.00,6274.00,true,true,,,,,00810081889636,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,ti-reflex-16,,,,,2523.95,6523.95,true,true,,,,,00810081889636,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ti-reflex-3d,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,ti-reflex-17,,,,,2623.95,6623.95,true,true,,,,,00810081889636,,,,,,,,,,,,,,,,,,44,Auto,8,YES,-,2 rollers,lumbar,reflex,4D (Air 3D),5,YES,YES,SL,1 Stages of Zero Gravity,,,,2,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/222179524847""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
amamedic-haven-4d,AmaMedic Haven 4D,"<ul class=""feature-section"">
<li style=""font-weight: bold;""><strong>AI Health Technology</strong></li>
<li>Intelligent Voice Control</li>
<li style=""font-weight: bold;""><strong>4D Massage Mechanism</strong></li>
<li>Body Scan Technology</li>
<li>Zero Gravity Reclining Technology</li>
<li style=""font-weight: bold;""><strong>SL-Track System</strong></li>
<li>Space-Saving Technology</li>
<li>34-Cell Air Compression Massage</li>
<li>Lumbar Heating Therapy</li>
<li>20 Auto Programs</li>
<li>5 Manual Modes</li>
<li style=""font-weight: bold;""><strong>Specialized Foot Rollers</strong></li>
<li style=""font-weight: bold;""><strong>Spring-Loaded Extendable Footrest</strong></li>
</ul>
<!-- more -->
<p><script>
  const externalURL =
    ""https://ota-shawn.github.io/Products/Amamedic/Haven.html"";
</script>
</p><div id=""externalURL""></div>
<p><script crossorigin=""anonymous"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" src=""https://code.jquery.com/jquery-3.7.0.min.js""></script> <script>
  $(""#externalURL"").load(externalURL, () => {
    $(""#externalURL"").contents().unwrap()
  })
</script></p>",AmaMedic,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"4D, SL-Track",true,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-haven-0,,,,,2699.00,5999.00,true,true,,,,,00850074101161,,,,false,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,active
amamedic-haven-4d,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-haven-1,,,,,2948.95,6248.95,true,true,,,,,00850074101161,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-haven-2,,,,,3048.95,6348.95,true,true,,,,,00850074101161,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Brown,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-haven-3,,,,,2974.00,6274.00,true,true,,,,,00850074101161,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Brown,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-haven-4,,,,,3223.95,6523.95,true,true,,,,,00850074101161,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Brown,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-haven-5,,,,,3323.95,6623.95,true,true,,,,,00850074101161,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-haven-6,,,,,2699.00,5999.00,true,true,,,,,00850074101178,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-haven-7,,,,,2948.95,6248.95,true,true,,,,,00850074101178,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Taupe,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-haven-8,,,,,3048.95,6348.95,true,true,,,,,00850074101178,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-haven-9,,,,,2974.00,6274.00,true,true,,,,,00850074101178,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-haven-10,,,,,3223.95,6523.95,true,true,,,,,00850074101178,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Taupe,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-haven-11,,,,,3323.95,6623.95,true,true,,,,,00850074101178,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-haven-12,,,,,2699.00,5999.00,true,true,,,,,00850074101154,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-haven-13,,,,,2948.95,6248.95,true,true,,,,,00850074101154,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Black,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-haven-14,,,,,3048.95,6348.95,true,true,,,,,00850074101154,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,amamedic-haven-15,,,,,2974.00,6274.00,true,true,,,,,00850074101154,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,amamedic-haven-16,,,,,3223.95,6523.95,true,true,,,,,00850074101154,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
amamedic-haven-4d,,,,,,,,Color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,amamedic-haven-17,,,,,3323.95,6623.95,true,true,,,,,00850074101154,,,,,,,,,,,,,,,,,,34,-,20,YES,-,1  rollers,Lumbar,haven,4D,5,YES,YES,SL,2 Stages of Zero Gravity,,,,1,,,,,,,lb,,,
titan-4d-ion-rt5653,Titan 4D ION (RT5653),"<ul class=""feature-section"">
<li style=""font-weight: bold;""><strong>Health Technology</strong></li>
<li>Intelligent Voice Control</li>
<li>Rocking Massaging Position<br>
</li>
<li style=""font-weight: bold;""><strong>Deep Calf Kneading</strong></li>
<li style=""font-weight: bold;""><strong>Calf Bumpers</strong></li>
<li style=""font-weight: bold;""><strong>4D Massage Mechanism</strong></li>
<li>Body Scan Technology</li>
<li style=""font-weight: bold;""><strong>2-Stage Zero Gravity Reclining</strong></li>
<li>SL-Track System</li>
<li>Space-Saving Technology</li>
<li>24-Cell Air Compression Massage</li>
<li>Lumbar Heat Therapy</li>
<li>22 Auto Massage Programs</li>
<li>6 Manual Modes</li>
<li>Specialized Foot Rollers</li>
<li>Spring-Loaded Extendable Footrest</li>
<li>Emergency Stop Button</li>
<li>Vertical 7.5"" Touchscreen</li>
<li>Quality Bluetooth Speakers</li>
</ul>
<!-- more -->
<div id=""plantaris-content-anchor"" style=""min-height: 100px;"">
<p style=""text-align: center; color: #999; padding: 50px;"">Loading Plantaris Product Detail...</p>
</div>
<p><script crossorigin=""anonymous"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" src=""https://code.jquery.com/jquery-3.7.0.min.js""></script> <script>
        (function () {
            // [핵심 변경] 주소를 ION -> Plantaris로 변경
            var baseURL = ""https://RobinChoi00.github.io/Product/ION/"";
            var v = new Date().getTime();

            // 1) CSS 연결
            $('head').append(`<link rel=""stylesheet"" href=""${baseURL}style.css?v=${v}"" type=""text/css"" />`);
            $('head').append(`<link href=""https://fonts.googleapis.com/css2?family=Poppins:wght@300;400;500;600;700&display=swap"" rel=""stylesheet"">`);

            // 2) HTML 가져오기
            $.ajax({
                url: baseURL + ""index.html"",
                data: { v: v },
                dataType: ""html"",
                success: function (data) {
                    // HTML 파싱
                    var parser = new DOMParser();
                    var doc = parser.parseFromString(data, ""text/html"");
                    var $content = $(doc.body).contents();

                    // 3) 이미지 경로 수리 (GitHub 절대 경로로 변경)
                    $content.find('img').each(function () {
                        var src = $(this).attr('src');
                        if (src && !src.startsWith('http')) {
                            $(this).attr('src', baseURL + src);
                        }
                    });

                    // 4) 기존 스크립트 태그 청소
                    $content.find('script').remove();

                    // 5) 내용 집어넣기 (ID를 plantaris로 변경)
                    $('#plantaris-content-anchor').empty().append($content);

                    // 6) JS 실행
                    var script = document.createElement(""script"");
                    script.src = baseURL + ""script.js?v="" + v;
                    script.defer = true;
                    document.body.appendChild(script);
                },
                error: function () {
                    $('#plantaris-content-anchor').html('<p style=""color:red; text-align:center;"">Failed to load content. (Check GitHub Path)</p>');
                }
            });
        })();
    </script></p>",Titan Chair,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"4D, 4D massage chiar, Massage Chair, Titan",true,color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,ion-0,,,,,3499.00,6999.00,true,true,,,,,00850078813183,,,,false,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,active
titan-4d-ion-rt5653,,,,,,,,color,Black,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,ion-1,,,,,3748.95,7248.95,true,true,,,,,00850078813183,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-4d-ion-rt5653,,,,,,,,color,Black,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,ion-2,,,,,3848.95,7348.95,true,true,,,,,00850078813183,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-4d-ion-rt5653,,,,,,,,color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,ion-3,,,,,3774.00,7274.00,true,true,,,,,00850078813183,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-4d-ion-rt5653,,,,,,,,color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,ion-4,,,,,4023.95,7523.95,true,true,,,,,00850078813183,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-4d-ion-rt5653,,,,,,,,color,Black,,Delivery,White Glove Delivery (Installation)- $275,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,ion-5,,,,,4123.95,7623.95,true,true,,,,,00850078813183,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-4d-ion-rt5653,,,,,,,,color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free,,ion-6,,,,,3499.00,6999.00,true,true,,,,,00850078813190,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-4d-ion-rt5653,,,,,,,,color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,1 Year Extended(Parts/Labor) - $249.95,,ion-7,,,,,3748.95,7248.95,true,true,,,,,00850078813190,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-4d-ion-rt5653,,,,,,,,color,Brown,,Delivery,Curbside Delivery - Free,,Warranty,2 Year Extended(Parts/Labor) - $349.95,,ion-8,,,,,3848.95,7348.95,true,true,,,,,00850078813190,,,,,,,,,,,,,,,,,,24,Manual,22,YES,YES,1,lumbar,ion,4D,6,YES,YES,SL,2 stages of zero gravity,,,,4,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
